Age,Gender,Income (in $1000s),Online Hours Per Week,Purchase Frequency (Last Month),Is Loyal Customer,Preferred Shopping Platform,Ad Clicks (Last Month),Discounts Used (Last Month),Competitor Pricing Index,Economic Conditions,Distance to Nearest Store (km),Shopping Frequency,"Purchase Decision (1=Yes, 0=No)"
29,Male,66.97,49,7,0,Mobile App,5,1,0.93,Neutral,46.65,1.6760740888666612,1
44,Male,62.97,29,12,1,In-store,0,4,1.02,Favorable,11.06,22.780177075884573,1
25,Female,52.8,29,9,1,Website,12,1,1.09,Neutral,46.01,6.927268807040367,1
42,Female,61.48,41,17,1,Mobile App,0,5,0.99,Favorable,1.9,30.0,1
63,Male,54.92,41,11,0,Mobile App,9,5,0.82,Favorable,27.37,10.610163420859687,1
21,Female,47.15,31,6,0,In-store,11,5,0.81,Favorable,49.27,1.0,1
50,Female,57.82,22,10,1,Mobile App,4,2,0.89,Neutral,30.68,12.645026530403747,1
18,Female,78.93,2,9,1,Mobile App,6,2,0.97,Neutral,27.97,17.550615147573637,1
36,Male,,0,2,0,In-store,3,9,0.82,Unfavorable,34.28,1.0,1
48,Female,54.36,2,6,1,Website,13,6,0.93,Favorable,14.82,20.425233564968845,1
33,Male,32.45,36,3,0,Mobile App,12,3,1.15,Favorable,3.17,20.12988981548311,1
31,Female,,6,7,1,Mobile App,9,5,0.84,Neutral,12.93,21.70221185244388,1
65,Female,21.86,2,7,1,Website,4,7,1.18,Neutral,9.22,22.864370957560464,1
22,Male,15.88,35,5,0,Mobile App,9,2,1.14,Favorable,46.22,1.0,1
58,Female,57.43,48,12,0,Website,2,8,1.13,Favorable,42.69,3.838373068267462,1
43,Male,32.38,2,11,0,In-store,1,8,1.15,Neutral,16.23,14.349425632326337,1
45,Female,71.78,3,2,0,In-store,1,2,0.83,Favorable,41.89,1.0,1
19,Male,16.33,30,5,0,Website,13,5,0.86,Neutral,10.98,17.20121384397044,1
67,Male,69.24,1,18,0,Website,4,4,0.85,Neutral,10.38,22.714624020872854,1
23,Male,66.42,13,10,0,Mobile App,3,3,0.84,Favorable,38.49,5.105443681216524,1
26,Female,52.36,36,3,0,Website,1,7,0.93,Favorable,16.68,14.706322405159789,1
50,Male,8.01,30,14,1,Mobile App,4,9,1.13,Unfavorable,3.71,28.951136350052437,1
58,Male,15.53,1,1,1,Website,9,8,0.9,Favorable,36.14,7.239811075006678,1
42,Male,54.8,30,14,1,Website,8,8,0.9,nan,49.49,6.864082771612026,1
65,Female,45.34,46,16,0,Website,7,4,1.07,Neutral,28.52,15.888950211011762,1
30,Female,64.55,42,1,0,Website,8,4,0.84,Neutral,13.55,13.822385974293722,1
26,Male,48.64,21,6,1,Mobile App,8,2,0.94,Neutral,18.96,20.122465050180423,1
30,Male,46.9,9,15,0,Mobile App,7,8,0.92,Neutral,32.61,9.75552551240445,1
48,Male,1.47,29,4,1,Mobile App,8,0,1.14,Unfavorable,35.22,12.896035330837368,1
58,Male,66.45,32,15,0,Mobile App,3,2,1.01,Favorable,44.37,6.976263800453373,1
28,Male,37.02,18,18,0,Mobile App,7,6,1.06,Neutral,45.49,9.570974416920723,1
21,Female,42.04,45,1,0,Website,13,6,0.85,Neutral,43.13,1.0,1
51,Male,28.6,24,14,1,Website,1,4,1.17,Favorable,32.6,14.488380971222544,1
55,Male,19.19,45,3,0,Website,8,5,0.93,Favorable,22.77,9.659185899499008,1
63,Male,79.44,0,1,0,Mobile App,12,3,1.08,Neutral,34.13,3.8542657345347395,1
21,Female,65.91,31,9,0,Mobile App,8,7,1.18,nan,33.49,8.147947980484503,1
55,Female,66.24,24,4,1,Mobile App,10,3,1.0,Unfavorable,11.29,20.536759870678047,1
36,Female,45.67,40,17,1,Mobile App,2,9,1.0,Neutral,25.62,20.661971990482602,1
23,Male,15.24,16,3,0,Website,5,5,0.85,Neutral,10.81,16.604208323387688,1
51,Male,92.04,13,0,0,In-store,11,4,0.96,Unfavorable,45.01,1.0,1
35,Male,58.45,44,17,0,In-store,6,9,1.14,Neutral,16.5,19.513382712188644,1
30,Male,52.74,12,19,0,Website,2,5,0.85,Neutral,40.37,11.990293627889349,1
58,Female,42.82,37,5,0,Mobile App,4,2,1.17,Neutral,19.17,15.315700385011112,1
40,Female,9.11,38,19,0,Mobile App,0,2,1.07,Neutral,38.3,8.762223023327817,1
36,Female,72.83,1,19,1,Mobile App,10,9,0.97,Neutral,11.44,30.0,1
62,Female,28.85,31,13,1,In-store,2,6,1.02,Favorable,38.31,10.752196874815487,1
28,Male,60.93,31,9,0,Mobile App,11,0,0.86,Unfavorable,9.39,20.619089528654545,1
18,Female,65.42,39,17,1,Mobile App,7,0,0.89,Favorable,24.8,23.757372044152216,1
41,Male,56.68,5,8,0,Mobile App,2,0,0.91,Neutral,6.12,19.3456642833522,1
24,Male,59.4,24,11,0,Website,7,5,0.95,Favorable,26.63,9.9294093994346,1
42,Female,76.92,2,9,0,Website,8,3,1.17,Neutral,41.13,4.9161232042694705,1
38,Male,34.15,17,18,0,Website,5,5,0.95,Unfavorable,37.9,9.907155708995386,1
32,Male,53.29,49,5,0,Website,6,0,1.01,Unfavorable,3.01,20.301225053568277,1
18,Male,45.5,37,13,1,In-store,5,3,0.86,Neutral,24.86,16.359349264799604,1
29,Female,13.21,42,7,0,Mobile App,7,3,1.09,Neutral,42.69,4.789340772066113,1
24,Female,55.73,2,13,0,In-store,13,1,1.02,Favorable,32.68,10.663275907409597,1
32,Male,75.03,47,10,0,In-store,6,0,0.98,Favorable,3.43,24.660213760311485,1
38,Female,77.53,4,15,1,In-store,9,7,1.18,Favorable,16.62,26.520130728599533,1
36,Male,87.15,23,19,0,Website,0,5,1.16,Favorable,28.05,11.999638307606551,1
46,Male,14.53,33,5,0,Mobile App,2,3,1.06,Unfavorable,9.05,18.332995458065785,1
42,Female,82.57,46,14,0,Website,2,1,1.17,Favorable,34.25,6.843082040717656,1
50,Female,53.7,47,14,1,In-store,14,4,1.03,Neutral,31.92,17.54146015140677,1
66,Female,,38,13,0,In-store,2,8,1.13,Unfavorable,10.52,23.933074928757556,1
49,Male,42.1,47,11,0,Website,3,6,0.96,Neutral,27.74,11.451344383953998,1
66,Female,39.38,23,1,0,Website,12,3,0.83,Favorable,40.68,1.0,1
52,Female,,35,7,0,Mobile App,0,4,1.2,Favorable,19.05,15.123691740282183,1
61,Female,65.52,27,18,0,Website,13,7,0.87,Favorable,12.73,23.586729466976436,1
55,Male,60.29,47,13,0,In-store,10,4,0.9,Neutral,35.21,8.45278133901706,1
43,Female,27.66,48,4,0,In-store,14,5,0.87,Favorable,4.0,21.41473495201477,1
28,Female,6.72,33,8,0,Mobile App,1,9,0.93,Neutral,41.72,2.668713775140866,1
52,Male,58.3,15,12,0,Mobile App,11,5,0.92,Unfavorable,47.2,3.012578190068179,1
25,Male,60.58,35,8,0,Mobile App,4,7,1.04,Favorable,48.26,1.0,1
63,Male,30.26,6,13,0,Website,10,4,1.2,Favorable,21.91,17.847643167792995,1
31,Female,26.24,17,4,0,In-store,5,0,0.82,Neutral,31.35,4.580517405251179,1
27,Female,63.12,5,1,1,In-store,8,3,1.11,Favorable,42.94,4.6634727409615815,1
19,Female,87.13,49,6,1,Website,1,2,0.85,Neutral,11.56,19.966233844913024,1
63,Female,40.1,27,15,0,Website,13,1,0.81,Neutral,1.87,25.678249789144942,1
26,Female,32.41,38,10,1,Website,11,6,1.06,Favorable,19.54,19.197585191481394,1
20,Male,55.98,33,10,0,In-store,8,6,1.15,Unfavorable,44.28,3.9044931288165916,1
38,Male,62.71,40,11,0,Website,6,7,0.87,Favorable,25.5,15.706264391498378,1
43,Male,42.71,28,12,0,Mobile App,8,9,0.94,Favorable,26.75,11.097723646090627,1
25,Male,90.5,3,7,1,Website,3,4,0.87,Unfavorable,34.73,9.310341822238401,1
65,Male,68.03,13,15,1,In-store,6,0,1.16,Favorable,28.94,20.10956172678329,1
19,Female,42.37,4,0,0,Mobile App,0,5,0.91,Favorable,3.2,16.972786431672642,1
23,Male,18.15,24,12,0,Website,7,5,0.98,Unfavorable,28.26,16.511222564886022,1
45,Male,76.39,38,10,0,Website,6,7,1.16,Favorable,32.57,6.594041506331136,1
46,Male,73.84,7,3,0,Website,6,9,1.02,Favorable,32.26,6.821914758803295,1
43,Male,43.94,14,3,1,Mobile App,1,1,1.17,Neutral,36.55,5.151700015834143,1
42,Female,57.01,18,14,1,Mobile App,9,8,1.17,Favorable,26.24,16.846012926576048,1
29,Female,46.99,10,2,0,Website,14,5,0.98,Neutral,45.05,1.0,1
22,Female,60.41,19,18,0,Mobile App,8,0,1.03,Favorable,23.48,16.06452456700745,1
51,Male,29.5,35,1,0,Website,10,8,0.89,Neutral,26.15,9.081355262998406,1
65,Female,26.65,17,5,1,In-store,7,7,1.2,Favorable,39.13,7.857435628388187,1
54,Female,66.22,13,7,1,Website,0,9,0.91,Unfavorable,41.75,9.908428708729396,1
32,Female,,37,16,0,In-store,10,0,1.11,Favorable,32.59,13.318823010803861,1
61,Male,40.18,24,4,0,Mobile App,0,7,0.93,nan,6.76,16.636788199085704,1
53,Female,35.02,15,1,1,Mobile App,13,6,0.93,Unfavorable,16.93,16.821050839585034,1
32,Female,72.95,17,11,0,Website,4,4,0.84,Favorable,1.5,27.197387212996567,1
60,Female,35.69,0,4,1,Website,1,5,1.02,Favorable,15.12,17.7312809334448,1
65,Female,51.11,39,9,0,Mobile App,0,3,0.9,Favorable,28.73,11.283327535157001,1
40,Male,48.57,0,8,1,Mobile App,9,8,0.86,Unfavorable,40.36,7.369835556870679,1
23,Female,,0,19,0,Website,11,8,0.89,Neutral,29.49,12.849798952860827,1
63,Male,53.84,20,7,1,In-store,12,9,0.9,Unfavorable,2.47,26.668905353070606,1
67,Female,51.89,24,0,1,Mobile App,10,0,1.0,Neutral,13.33,16.116902973655076,1
61,Male,57.2,26,5,0,Website,7,8,0.95,Favorable,29.11,10.430660087723723,1
60,Male,53.16,9,10,0,Mobile App,11,2,0.83,Favorable,35.6,1.548678620230664,1
62,Male,92.71,49,2,0,In-store,12,1,1.01,Unfavorable,43.39,1.0,1
38,Female,73.23,11,14,1,Website,3,3,1.12,Favorable,48.4,8.830942462024334,1
40,Male,50.78,27,10,0,Mobile App,1,3,1.03,Favorable,44.64,1.7658722693982103,1
60,Female,52.6,48,4,0,Mobile App,13,8,1.19,Neutral,23.63,6.18260498503513,1
33,Female,85.27,31,15,0,In-store,4,3,0.84,Favorable,37.47,9.6749907386665,1
64,Male,,32,6,1,Website,11,4,1.13,Favorable,12.41,20.900808027249234,1
32,Male,25.42,7,5,1,In-store,10,5,1.0,Neutral,3.66,24.422926509853717,1
42,Male,68.98,41,8,0,Website,12,3,1.01,Favorable,3.23,24.76692031292726,1
53,Female,74.86,25,6,0,Mobile App,12,0,1.01,Favorable,12.44,19.71524520875267,1
28,Female,82.35,41,2,0,Website,11,1,0.93,Neutral,2.36,18.80232864621704,1
68,Male,41.97,49,10,0,Website,5,2,0.93,Neutral,42.59,2.1557564323758083,1
32,Male,40.51,40,11,0,Mobile App,7,3,1.05,Favorable,24.75,7.616481634092482,1
21,Female,31.16,1,10,0,Mobile App,14,4,0.82,Favorable,40.64,1.481282193596018,1
38,Female,56.16,34,1,0,Website,14,9,1.04,Unfavorable,47.02,1.0,1
30,Female,64.66,33,0,0,Website,6,9,1.09,Favorable,49.7,1.0,1
39,Female,39.73,5,1,1,Website,6,2,0.94,Favorable,46.89,2.9587851427715504,1
36,Male,47.16,30,13,1,Website,0,0,0.89,Favorable,35.97,15.631105564003269,1
51,Male,8.93,22,12,1,Website,2,7,0.89,Favorable,22.38,21.19857725099931,1
31,Male,80.19,11,4,0,Website,2,7,0.83,Neutral,30.1,6.951536984144349,1
21,Male,,27,1,0,Website,6,3,0.84,Unfavorable,40.92,1.0,1
65,Male,57.5,14,18,0,Mobile App,11,6,0.87,Favorable,44.93,7.610865810591115,1
69,Male,54.77,18,16,0,In-store,13,3,0.81,Neutral,47.85,3.628624838497473,1
63,Male,50.92,11,10,0,Website,1,2,0.91,Unfavorable,36.66,7.30429991928105,1
44,Female,51.38,49,15,1,Website,9,6,0.92,Favorable,27.23,19.608622077968583,1
46,Female,29.76,47,19,0,Mobile App,6,5,1.2,Favorable,48.43,5.771505897450554,1
64,Female,43.44,1,17,0,Website,8,0,1.2,Neutral,47.95,3.390700200081266,1
45,Female,69.38,10,19,1,Mobile App,0,8,0.87,Favorable,24.14,25.10694571320296,1
52,Male,75.3,43,7,1,In-store,11,1,0.89,Neutral,32.61,14.844418654052575,1
25,Female,41.58,36,1,1,Mobile App,13,2,1.0,Neutral,40.56,2.6928160270877424,1
33,Male,18.79,37,16,0,Mobile App,1,4,0.86,Favorable,21.94,12.99040905860437,1
59,Female,34.43,24,10,1,Mobile App,10,2,1.0,Favorable,41.55,8.342210780495693,1
53,Male,87.05,42,13,0,Website,5,2,0.96,Favorable,6.02,21.889280460149536,1
47,Female,35.62,20,15,0,Mobile App,1,7,0.93,Favorable,24.32,12.04718886101766,1
35,Male,48.06,41,14,0,In-store,13,3,1.13,Favorable,24.39,14.052533327980855,1
19,Male,78.32,35,14,0,In-store,11,9,1.13,Neutral,34.39,12.659118807900654,1
66,Female,39.46,8,2,0,Mobile App,1,1,1.2,Favorable,6.26,18.78444753049495,1
30,Male,46.69,11,6,1,Website,4,4,0.89,Neutral,5.61,26.833155189584524,1
21,Female,65.89,9,11,1,Website,6,1,1.16,Favorable,45.08,10.605395735476552,1
43,Female,84.24,45,2,1,Website,3,9,1.02,Neutral,15.54,19.772543845486997,1
42,Female,37.09,4,18,0,In-store,12,7,1.04,Unfavorable,16.68,20.329488755521503,1
47,Female,77.84,32,9,0,Website,5,2,1.16,Unfavorable,38.95,7.361537251797961,1
28,Female,44.37,4,7,0,Website,11,1,1.18,Favorable,21.04,11.382164233540912,1
24,Male,32.28,15,15,0,In-store,2,2,1.09,Favorable,41.73,3.596417864650468,1
48,Female,54.99,36,15,1,Website,3,2,0.94,Favorable,20.37,25.1133390390796,1
61,Female,26.85,36,11,0,Mobile App,3,0,1.0,Favorable,38.15,9.500458488037712,1
27,Female,59.44,28,4,1,Website,14,2,1.05,Unfavorable,26.5,12.93305059447974,1
56,Male,112.99,17,19,1,Mobile App,3,2,1.13,Neutral,46.82,10.02129057059008,1
30,Female,72.11,28,5,0,Website,11,3,1.06,Neutral,16.71,15.261878430827407,1
48,Female,47.9,5,5,0,Mobile App,0,7,0.95,Neutral,18.45,11.082398710353136,1
24,Female,71.04,17,7,1,Mobile App,12,8,0.97,Neutral,48.51,3.7645777980800936,1
66,Male,31.37,31,16,0,Mobile App,3,0,0.82,Neutral,37.01,9.964135216541074,1
59,Male,34.73,41,11,0,Mobile App,3,0,1.17,Favorable,38.74,4.747569137604888,1
59,Male,48.46,46,13,1,In-store,5,5,0.84,Favorable,15.15,26.123745571577356,1
53,Female,51.76,30,1,1,Website,8,0,1.03,Neutral,26.84,12.594407812261261,1
37,Female,24.13,10,18,0,In-store,9,4,1.15,Unfavorable,16.02,20.717471195038566,1
21,Male,43.87,25,5,0,Website,5,0,0.97,Favorable,13.36,17.78525638672331,1
24,Male,,27,17,0,Website,5,7,1.12,Neutral,26.99,15.308041229015343,1
18,Male,80.84,26,3,1,Website,6,4,1.12,Favorable,49.39,1.0,1
61,Male,24.13,18,4,0,Website,6,5,0.82,Favorable,11.12,18.969329516832836,1
62,Female,22.28,44,5,0,In-store,0,3,0.96,Favorable,12.5,16.198343302269866,1
59,Female,53.51,26,14,0,Website,7,7,1.08,Neutral,12.53,14.088161243836074,1
64,Male,73.02,19,5,1,Website,0,8,0.97,Favorable,39.69,8.216123305356584,1
30,Female,61.03,2,7,0,Mobile App,14,8,1.02,Neutral,25.77,6.77668702621591,1
39,Male,56.05,15,8,0,Website,8,0,1.04,Favorable,19.55,18.401910668321637,1
38,Female,44.23,38,5,0,In-store,13,6,0.86,Neutral,42.27,2.0896016215467186,1
39,Male,63.52,43,1,0,In-store,13,3,0.96,nan,15.23,13.609605302237984,1
45,Male,66.54,28,15,0,Website,14,9,0.81,Favorable,19.91,19.04986867818682,1
26,Male,44.85,14,19,0,Website,3,7,0.86,Favorable,4.14,23.864088647858605,1
43,Female,31.03,29,0,0,Website,8,6,1.0,Favorable,6.39,17.600463057624555,1
26,Female,31.16,39,15,0,Mobile App,7,0,1.03,Favorable,7.27,21.83509646345608,1
32,Female,67.57,48,0,0,Website,8,0,0.86,Unfavorable,17.68,10.344278842222847,1
27,Male,19.11,0,0,0,Mobile App,14,0,1.1,Favorable,26.44,7.651856181283572,1
41,Male,83.54,28,6,0,Mobile App,13,1,0.95,Neutral,0.54,21.621630435233648,1
59,Male,40.88,29,15,1,Mobile App,5,9,1.17,Neutral,9.9,23.709277054235432,1
25,Female,56.19,39,16,0,Website,8,1,0.96,Neutral,9.19,24.363647795777464,1
41,Male,64.03,45,15,1,Website,3,8,0.86,Neutral,13.04,27.409788765912452,1
33,Female,36.33,31,15,0,Mobile App,2,4,1.1,Unfavorable,8.72,20.929956651292983,1
66,Female,40.8,9,5,1,Mobile App,2,0,1.03,Unfavorable,10.16,20.84499133173872,1
43,Female,52.64,26,17,0,Website,7,6,0.95,Favorable,49.2,3.5050643910011496,1
44,Male,32.93,7,2,0,Mobile App,1,9,0.94,Neutral,29.94,9.872914828997597,1
54,Male,28.65,35,7,1,Mobile App,11,1,0.86,Favorable,38.25,12.837556153586437,1
21,Male,30.44,41,3,0,Website,5,2,0.94,Favorable,41.06,3.1484955673395616,1
67,Female,74.18,34,3,1,In-store,8,3,0.81,Favorable,33.55,13.876436980730507,1
41,Female,57.96,35,16,0,Mobile App,14,2,1.0,Unfavorable,35.35,12.479682074044586,1
36,Male,34.14,47,4,0,Mobile App,8,2,1.16,Neutral,31.8,6.64519943157841,1
53,Male,67.46,35,13,0,In-store,7,8,1.12,Neutral,32.64,7.967819853751731,1
56,Female,35.24,24,14,0,Mobile App,7,3,0.81,Favorable,46.46,1.0,1
27,Female,10.99,19,11,0,Mobile App,0,7,1.15,Favorable,9.69,19.675986635803163,1
42,Male,63.94,44,12,0,Mobile App,10,0,0.98,Favorable,14.1,19.332205429291644,1
35,Female,82.92,16,17,0,Mobile App,6,5,0.88,Neutral,5.12,30.0,1
36,Male,61.16,22,13,0,Website,13,0,1.1,Favorable,41.95,5.073076546912952,1
53,Male,12.25,24,18,0,Website,14,4,0.93,Neutral,22.71,17.950570742705512,1
27,Female,49.53,47,6,1,Website,0,6,0.9,Unfavorable,45.4,5.990110965934494,1
50,Female,44.51,48,5,1,Mobile App,8,0,0.86,Unfavorable,20.88,17.47153232002043,1
67,Female,,30,4,1,Mobile App,2,8,0.99,Unfavorable,22.41,19.350539825102366,1
22,Male,33.05,5,3,0,Mobile App,0,8,0.84,Favorable,22.69,12.81077270203397,1
64,Female,43.33,34,17,0,Mobile App,7,5,1.11,Unfavorable,30.82,13.100407472161367,1
66,Male,21.6,3,13,1,Website,6,1,0.99,Unfavorable,38.42,11.041601269062735,1
52,Male,54.44,39,15,1,Website,1,1,0.98,Unfavorable,17.89,22.429372694458827,1
61,Female,22.34,19,19,0,Website,13,8,0.8,Unfavorable,31.69,13.720610509313632,1
51,Male,58.75,40,13,1,Website,6,3,1.13,Unfavorable,10.6,24.778396390854724,1
50,Female,34.99,0,4,0,Mobile App,4,5,1.0,Favorable,27.93,9.845911340286433,1
38,Female,-12.83,44,10,0,Mobile App,14,9,0.98,Favorable,27.56,9.868523448270984,1
34,Male,65.88,25,11,0,Website,6,1,1.1,Neutral,44.49,6.3658366656173655,1
39,Male,59.88,33,17,1,In-store,9,3,0.83,Neutral,44.84,12.460335248366427,1
65,Male,77.06,9,3,0,In-store,11,1,0.95,Favorable,24.62,6.577269711171035,1
54,Male,8.2,22,12,0,Website,6,2,1.03,Neutral,1.72,28.085432060110193,1
32,Female,36.91,48,19,1,Mobile App,1,1,0.98,Favorable,42.31,10.699032389465053,1
52,Female,52.63,23,12,0,Website,1,7,0.87,Favorable,0.53,28.946979580782894,1
45,Male,61.43,12,3,0,Mobile App,14,4,0.92,Favorable,24.17,10.903553337552463,1
24,Male,20.74,28,6,1,Website,6,4,0.92,Favorable,1.48,30.0,1
49,Female,58.63,45,1,0,Mobile App,2,7,1.2,Neutral,17.95,6.4509233462942195,1
28,Female,38.56,26,17,1,Mobile App,3,7,0.93,Unfavorable,32.02,17.773887948060025,1
27,Male,12.9,30,5,0,In-store,14,6,0.88,Neutral,18.87,13.013386227828729,1
26,Male,34.99,42,15,0,Mobile App,13,4,1.13,Neutral,46.38,3.0722734163916083,1
31,Female,60.29,9,2,1,Website,6,6,0.97,Favorable,32.22,11.869055118722994,1
30,Male,13.73,30,14,1,Mobile App,13,0,0.98,Neutral,32.5,15.108582461863113,1
42,Male,62.74,38,19,0,Mobile App,1,2,1.02,Unfavorable,19.03,22.866717897903484,1
19,Female,55.67,9,9,0,Mobile App,12,2,1.04,Neutral,2.41,21.434304966111892,1
52,Female,44.92,23,8,0,In-store,1,1,1.04,Favorable,37.04,1.6464124509091862,1
24,Female,17.3,32,10,0,In-store,8,5,0.81,Unfavorable,35.95,5.5332119542092135,1
38,Female,18.9,13,13,0,Mobile App,10,2,1.13,Unfavorable,26.74,14.276896156677767,1
35,Female,42.03,34,11,1,Website,0,3,0.88,Favorable,21.11,21.948737504239677,1
20,Male,27.5,44,6,0,Website,11,2,0.92,Favorable,27.15,7.512207310819173,1
59,Male,43.32,33,10,0,In-store,11,6,0.87,Favorable,37.47,7.3067204700955415,1
56,Male,68.12,16,16,0,In-store,2,3,1.11,Favorable,35.78,10.812841537585916,1
58,Male,44.54,20,8,1,Website,9,4,1.03,Unfavorable,33.08,12.874623555897985,1
66,Female,43.99,31,12,0,Mobile App,3,6,1.1,Unfavorable,45.24,6.876075734078766,1
28,Female,44.01,2,15,0,Mobile App,4,3,1.06,Neutral,30.69,11.5816192205632,1
56,Female,70.27,14,2,0,Mobile App,14,5,0.84,Neutral,1.22,18.51420891750727,1
41,Female,75.87,7,4,0,In-store,2,8,0.92,Neutral,31.09,6.606574528691674,1
63,Male,58.44,31,16,0,Website,8,5,1.0,Favorable,30.82,12.265055112927753,1
36,Male,52.73,37,0,1,In-store,4,4,0.92,Neutral,3.95,24.832765690973794,1
21,Female,54.59,25,8,0,Website,6,0,0.88,Unfavorable,21.67,13.180500384814302,1
43,Female,78.56,29,16,1,Mobile App,14,7,1.15,Unfavorable,32.73,17.141367641991305,1
55,Female,59.53,8,12,1,Mobile App,13,4,1.1,Favorable,35.37,12.741852675100628,1
59,Female,80.45,31,14,0,Mobile App,10,4,0.94,Favorable,44.71,1.0,1
49,Female,41.62,10,7,0,Mobile App,12,2,1.11,Favorable,42.15,2.789200743025604,1
56,Female,23.29,21,7,0,Mobile App,6,9,1.05,Neutral,6.27,22.727185305194944,1
62,Male,36.62,33,1,0,Mobile App,10,1,0.8,Neutral,30.63,6.352738651991403,1
63,Female,,40,9,0,Mobile App,8,0,0.95,Favorable,30.03,6.455512942368925,1
53,Female,82.09,17,4,0,Website,1,8,0.92,Neutral,15.54,13.552945968390011,1
57,Male,64.73,18,15,1,In-store,2,4,0.89,Favorable,9.61,27.196481092928686,1
54,Female,37.25,17,18,0,Website,3,9,0.9,Favorable,10.38,24.91842915467076,1
50,Male,66.17,36,0,1,Mobile App,7,3,1.18,Unfavorable,9.29,20.643003197201022,1
53,Female,47.41,17,12,0,Website,0,6,0.99,Favorable,40.41,1.0,1
20,Male,82.69,11,3,0,Mobile App,8,3,1.14,Favorable,7.85,15.516678210110083,1
26,Female,43.33,3,6,1,Website,4,1,0.89,Favorable,13.59,20.47803542145489,1
25,Male,19.22,46,0,1,In-store,3,8,0.87,Favorable,11.28,18.059151730098236,1
50,Female,46.26,42,1,0,Website,12,7,1.16,Neutral,35.79,2.1993151877810115,1
23,Male,43.34,26,15,0,Website,7,3,1.0,Neutral,8.34,22.37958477217455,1
58,Male,23.14,4,13,0,Mobile App,13,7,1.16,Favorable,1.69,25.17769048612781,1
56,Male,,5,4,0,Website,8,8,0.83,Favorable,19.02,14.06836821637227,1
21,Female,78.49,12,13,0,In-store,2,1,1.17,Favorable,15.6,21.02778369645213,1
30,Male,27.55,22,16,0,In-store,13,3,0.97,Favorable,20.19,17.58544149947272,1
66,Male,69.45,41,11,0,Mobile App,3,5,0.86,Neutral,37.81,7.76584196099571,1
19,Female,37.87,24,19,1,Website,0,6,1.07,Favorable,1.11,30.0,1
22,Female,49.51,45,11,0,Website,14,4,1.12,Favorable,2.37,27.054839034870145,1
61,Female,47.4,3,2,0,Website,11,9,0.82,Favorable,13.15,15.767517596506076,1
44,Male,49.51,31,1,0,Website,13,9,1.19,Favorable,44.52,2.3727681306859205,1
49,Female,59.46,43,14,0,Website,2,6,1.08,Favorable,8.87,23.960366791964425,1
38,Male,29.52,14,10,0,In-store,9,3,0.93,Neutral,49.85,1.0,1
25,Male,75.87,25,9,1,Mobile App,4,7,0.86,Favorable,40.38,11.996812205073487,1
55,Female,60.07,41,17,0,Website,14,2,0.96,Favorable,23.08,18.800264606031302,1
25,Female,66.71,10,1,1,Website,12,2,0.89,Neutral,37.52,8.537377319020564,1
67,Female,34.4,8,6,1,Mobile App,7,4,1.0,Neutral,26.18,12.286712530122461,1
20,Male,27.7,10,6,0,Website,13,5,1.11,Favorable,28.52,10.927731146827075,1
61,Male,73.65,1,6,0,In-store,0,2,1.06,Favorable,29.25,10.350348360904187,1
20,Male,26.85,44,13,0,Website,0,9,0.97,Neutral,32.61,7.396488406068813,1
39,Female,52.99,26,1,1,In-store,2,1,0.85,Neutral,3.51,25.162566093316485,1
23,Male,70.38,25,1,0,Mobile App,8,4,1.18,Favorable,31.02,5.575611128264375,1
19,Male,47.46,7,14,1,In-store,8,9,0.91,Favorable,35.99,14.0236055727808,1
40,Male,73.4,20,10,0,Website,0,5,0.91,Favorable,15.88,16.892318512659937,1
61,Female,44.57,20,9,0,Website,3,2,1.06,nan,48.94,1.0,1
19,Male,,7,2,0,Mobile App,11,6,1.11,Neutral,7.65,17.037604398450082,1
55,Female,57.48,0,16,0,In-store,7,2,1.19,Favorable,45.57,6.76721434841189,1
34,Male,53.97,37,8,1,Mobile App,1,1,1.19,Favorable,33.98,10.36205876061483,1
52,Female,103.76,12,14,0,Mobile App,3,9,1.17,Unfavorable,33.38,10.196410136262202,1
51,Male,31.1,8,13,0,Website,6,3,0.97,Favorable,43.86,3.5531206609245256,1
40,Female,44.96,27,18,0,Website,6,2,0.87,Favorable,41.67,7.307075273178072,1
47,Female,35.38,5,16,0,Website,4,6,1.03,nan,17.6,15.52640603701033,1
69,Male,47.15,46,19,0,Mobile App,6,7,0.81,Favorable,35.42,13.110932084590216,1
25,Female,46.34,22,16,0,Website,5,2,0.88,Neutral,3.0,26.53853247518836,1
39,Male,32.55,47,15,0,Website,1,5,0.8,Neutral,23.47,14.13068169512213,1
61,Female,59.36,35,19,0,Mobile App,8,0,0.87,Unfavorable,46.92,8.434758940985118,1
53,Female,45.72,16,7,1,In-store,4,4,0.99,Neutral,14.07,23.178270623722604,1
22,Male,76.91,8,6,1,Mobile App,1,1,0.96,Favorable,2.97,26.381381257624177,1
30,Male,,11,11,1,Mobile App,5,0,0.95,Neutral,29.36,18.319429458038915,1
46,Male,87.23,21,0,0,In-store,9,6,1.13,Unfavorable,18.08,14.126499795648055,1
48,Male,55.52,11,11,1,Website,4,9,1.07,Favorable,19.29,18.973758578589532,1
64,Male,75.43,5,5,1,Website,1,3,1.17,Favorable,29.33,10.60452273479743,1
33,Male,52.31,43,15,0,Mobile App,12,4,0.98,Unfavorable,31.27,7.400796239244754,1
59,Male,34.39,8,17,0,Mobile App,9,1,0.91,Favorable,22.15,16.007680734829968,1
